1:-0.090369 2:-0.17759 3:-0.052882 4:-0.153256 5:0.076549 6:-0.390235 7:-0.155803 8:0.709927 9:-0.068329 10:0.282785 11:0.176805 12:-0.176657 13:-0.095631
1:-0.185763 2:-0.255402 3:0.016594 4:-0.252576 5:0.051681 6:-0.47635 7:-0.163905 8:0.755582 9:0.010813 10:0.259424 11:0.104849 12:-0.241491 13:-0.04022
1:-0.323218 2:-0.39495 3:0.099336 4:-0.389824 5:0.022954 6:-0.52492 7:-0.20987 8:0.795021 9:0.15232 10:0.178577 11:-0.000267 12:-0.32819 13:-0.014014
1:-0.43577 2:-0.506219 3:0.187557 4:-0.482912 5:-0.010512 6:-0.506507 7:-0.240513 8:0.779115 9:0.298449 10:0.04458 11:-0.104635 12:-0.391776 13:-0.01421
1:-0.518587 2:-0.566595 3:0.285945 4:-0.521867 5:-0.083294 6:-0.449483 7:-0.22437 8:0.690678 9:0.437017 10:-0.110997 11:-0.200238 12:-0.446208 13:0.007644
1:-0.568449 2:-0.595524 3:0.381363 4:-0.535675 5:-0.191669 6:-0.351846 7:-0.209429 8:0.547836 9:0.583203 10:-0.277778 11:-0.303991 12:-0.482265 13:0.010173
1:-0.567811 2:-0.599147 3:0.439059 4:-0.54308 5:-0.2672 6:-0.238184 7:-0.236663 8:0.428474 9:0.698491 10:-0.410097 11:-0.383109 12:-0.481133 13:-0.053764
1:-0.575751 2:-0.61947 3:0.480519 4:-0.554762 5:-0.300256 6:-0.158189 7:-0.263777 8:0.354794 9:0.783025 10:-0.49239 11:-0.432487 12:-0.468998 13:-0.104059
1:-0.628668 2:-0.669855 3:0.534656 4:-0.564562 5:-0.326553 6:-0.114875 7:-0.254973 8:0.283778 9:0.852409 10:-0.557466 11:-0.493462 12:-0.444058 13:-0.088712
1:-0.697326 2:-0.715512 3:0.581929 4:-0.542836 5:-0.348869 6:-0.078451 7:-0.204636 8:0.177397 9:0.891181 10:-0.609557 11:-0.558524 12:-0.403124 13:-0.023697
1:-0.742024 2:-0.7244 3:0.59965 4:-0.488826 5:-0.349279 6:-0.033317 7:-0.135348 8:0.053856 9:0.881937 10:-0.612009 11:-0.593287 12:-0.364363 13:0.053098
1:0.321774 2:0.547064 3:0.075545 4:0.12498 5:0.184392 6:0.198012 7:0.114812 8:-0.324862 9:-0.305752 10:0.298738 11:-0.095042 12:0.182644 13:0.247848
1:0.493933 2:0.622301 3:-0.092831 4:0.157997 5:0.190043 6:0.110409 7:0.029901 8:-0.203359 9:-0.45288 10:0.390634 11:0.106532 12:0.181511 13:0.135714
1:0.627835 2:0.660089 3:-0.268813 4:0.226328 5:0.207377 6:0.070549 7:-0.010789 8:-0.145428 9:-0.551022 10:0.388827 11:0.317485 12:0.199332 13:0.017797
1:0.722618 2:0.675318 3:-0.437087 4:0.328458 5:0.251568 6:0.068344 7:0 8:-0.132316 9:-0.618009 10:0.367402 11:0.52443 12:0.229426 13:-0.053078
1:0.754629 2:0.636794 3:-0.594938 4:0.413799 5:0.287632 6:0.061251 7:0.024406 8:-0.095306 9:-0.64109 10:0.36766 11:0.699124 12:0.241214 13:-0.075678
1:0.717121 2:0.547291 3:-0.712866 4:0.462701 5:0.267899 6:0.040172 7:0.034073 8:-0.027242 9:-0.613587 10:0.360484 11:0.7974 12:0.236152 13:-0.075874
1:0.603598 2:0.392204 3:-0.763212 4:0.467686 5:0.181187 6:-0.001213 7:-0.015963 8:0.083214 9:-0.52409 10:0.292517 11:0.801835 12:0.203122 13:-0.10302
1:0.376829 2:0.14518 3:-0.681239 4:0.379022 5:0.050192 6:-0.082311 7:-0.113609 8:0.237548 9:-0.341357 10:0.16629 11:0.66674 12:0.114782 13:-0.151316
1:0.139954 2:-0.080586 3:-0.521493 4:0.256021 5:-0.03889 6:-0.165062 7:-0.160316 8:0.361585 9:-0.157427 10:0.076149 11:0.479941 12:0.013614 13:-0.167702
1:0.008357 2:-0.188233 3:-0.409507 4:0.198444 5:-0.053094 6:-0.210894 7:-0.13633 8:0.413378 9:-0.063193 10:0.064327 11:0.364458 12:-0.055195 13:-0.154236
1:-0.010578 2:-0.187157 3:-0.382387 4:0.216968 5:-0.02976 6:-0.22532 7:-0.092973 8:0.408781 9:-0.053864 10:0.089469 11:0.339315 12:-0.083463 13:-0.155648
1:0.032122 2:-0.130235 3:-0.405998 4:0.259614 5:-0.02224 6:-0.226919 7:-0.074061 8:0.372763 9:-0.072351 10:0.08681 11:0.360611 12:-0.079857 13:-0.181834
1:0.071462 2:-0.064197 3:-0.412349 4:0.274644 5:-0.053747 6:-0.203893 7:-0.060705 8:0.292997 9:-0.066731 10:0.024549 11:0.35671 12:-0.049833 13:-0.192555
1:-0.512118 2:-0.605148 3:0.128709 4:-0.149053 5:-0.225758 6:-0.296623 7:0.00357 8:0.477133 9:0.416276 10:-0.064508 11:-0.054989 12:-0.281963 13:-0.017072
1:-0.662622 2:-0.689697 3:0.330965 4:-0.283808 5:-0.283409 6:-0.337714 7:0.033531 8:0.460678 9:0.542377 10:-0.13472 11:-0.24152 12:-0.366952 13:0.050158
1:-0.753352 2:-0.705775 3:0.510404 4:-0.407616 5:-0.325626 6:-0.332587 7:0.032869 8:0.387886 9:0.633387 10:-0.223415 11:-0.412848 12:-0.427555 13:0.11872
1:-0.770565 2:-0.652164 3:0.660983 4:-0.497673 5:-0.336381 6:-0.265566 7:0.020155 8:0.241596 9:0.670561 10:-0.314123 11:-0.562933 12:-0.430699 13:0.173935
1:-0.724811 2:-0.562491 3:0.745645 4:-0.527146 5:-0.321281 6:-0.167947 7:0.011271 8:0.079191 9:0.655725 10:-0.388775 11:-0.664228 12:-0.368731 13:0.198416
1:-0.649157 2:-0.469026 3:0.769691 4:-0.504882 5:-0.296565 6:-0.05899 7:0.014299 8:-0.057408 9:0.622032 10:-0.458187 11:-0.725309 12:-0.269597 13:0.189282
1:-0.535189 2:-0.351444 3:0.744313 4:-0.431175 5:-0.241162 6:0.067462 7:0.034333 8:-0.185729 9:0.564573 10:-0.504677 11:-0.742624 12:-0.160247 13:0.147259
1:-0.340126 2:-0.158314 3:0.639958 4:-0.278065 5:-0.137086 6:0.204315 7:0.090165 8:-0.340533 9:0.42843 10:-0.478451 11:-0.672778 12:-0.02212 13:0.087399
1:-0.077126 2:0.097966 3:0.442542 4:-0.063248 5:-0.020311 6:0.321175 7:0.166352 8:-0.493405 9:0.203046 10:-0.378063 11:-0.503909 12:0.157334 13:0.027715
1:0.188178 2:0.33814 3:0.201181 4:0.144092 5:0.078509 6:0.391577 7:0.209469 8:-0.582913 9:-0.041311 10:-0.261593 11:-0.289215 12:0.325047 13:-0.040142
1:0.414642 2:0.510805 3:-0.038464 4:0.318512 5:0.172148 6:0.407749 7:0.221542 8:-0.585342 9:-0.252687 10:-0.144968 11:-0.067761 12:0.428387 13:-0.106352
1:0.592992 2:0.631557 3:-0.246022 4:0.466073 5:0.257068 6:0.395693 7:0.249879 8:-0.543343 9:-0.429343 10:0.00111 11:0.134107 12:0.476256 13:-0.126227
1:0.736083 2:0.730344 3:-0.427433 4:0.583233 5:0.317028 6:0.371178 7:0.284854 8:-0.482983 9:-0.589194 10:0.186037 11:0.321065 12:0.506581 13:-0.102785
1:0.828534 2:0.779624 3:-0.580367 4:0.639907 5:0.354064 6:0.312133 7:0.275649 8:-0.374435 9:-0.713926 10:0.364072 11:0.496187 12:0.509193 13:-0.080009
1:0.862294 2:0.774671 3:-0.669818 4:0.6239 5:0.376897 6:0.229051 7:0.224971 8:-0.246271 9:-0.786905 10:0.496262 11:0.62316 12:0.469437 13:-0.072992
1:0.029595 2:-0.090408 3:-0.173729 4:-0.025368 5:0.122913 6:-0.32961 7:-0.133904 8:0.636769 9:-0.196027 10:0.332941 11:0.305381 12:-0.089565 13:-0.158744
1:0.004192 2:-0.086644 3:-0.126916 4:-0.04768 5:0.115667 6:-0.365592 7:-0.10663 8:0.652049 9:-0.177312 10:0.310664 11:0.272034 12:-0.092293 13:-0.097552
1:-0.086538 2:-0.16021 3:-0.066787 4:-0.17117 5:0.082291 6:-0.45529 7:-0.125641 8:0.707681 9:-0.098313 10:0.288103 11:0.200292 12:-0.155046 13:-0.023579
1:-0.227408 2:-0.309127 3:0.019847 4:-0.351871 5:0.035593 6:-0.520969 7:-0.201628 8:0.768041 9:0.062166 10:0.194736 11:0.082217 12:-0.257902 13:-0.00392
1:-0.349288 2:-0.437833 3:0.120437 4:-0.469153 5:-0.01785 6:-0.493055 7:-0.249077 8:0.751142 9:0.246468 10:0.030021 11:-0.039786 12:-0.334731 13:-0.033438
1:-0.427246 2:-0.497869 3:0.203306 4:-0.478635 5:-0.106704 6:-0.383326 7:-0.223126 8:0.628855 9:0.408973 10:-0.148659 11:-0.131087 12:-0.370395 13:-0.030655
1:-0.458313 2:-0.508229 3:0.257187 4:-0.427509 5:-0.224938 6:-0.22306 7:-0.179147 8:0.437433 9:0.54911 10:-0.303617 11:-0.209083 12:-0.370442 13:-0.015622
1:-0.456203 2:-0.506021 3:0.299108 4:-0.395885 5:-0.293755 6:-0.089275 7:-0.182235 8:0.297751 9:0.64594 10:-0.392673 11:-0.280665 12:-0.358654 13:-0.054921
1:-0.509342 2:-0.564218 3:0.376087 4:-0.430637 5:-0.324866 6:-0.034677 7:-0.216488 8:0.256693 9:0.748276 10:-0.456897 11:-0.363951 12:-0.374718 13:-0.093847
1:-0.613648 2:-0.657287 3:0.482773 4:-0.48758 5:-0.350828 6:-0.029918 7:-0.232291 8:0.235067 9:0.845305 10:-0.528322 11:-0.469467 12:-0.380265 13:-0.079323
1:-0.700019 2:-0.713785 3:0.564157 4:-0.497404 5:-0.363346 6:-0.028319 7:-0.196434 8:0.158931 9:0.885047 10:-0.583718 11:-0.556013 12:-0.361543 13:-0.013936
1:-0.740025 2:-0.716644 3:0.592941 4:-0.459768 5:-0.357178 6:-0.008527 7:-0.13242 8:0.047666 9:0.866474 10:-0.586196 11:-0.591149 12:-0.349639 13:0.060017
1:0.055721 2:0.322742 3:0.274217 4:0.041424 5:0.123642 6:0.246968 7:0.184862 8:-0.440619 9:-0.027588 10:0.039159 11:-0.329081 12:0.137202 13:0.227287
1:0.207279 2:0.451136 3:0.193422 4:0.072412 5:0.143193 6:0.168682 7:0.12891 8:-0.34654 9:-0.185386 10:0.214845 11:-0.223805 12:0.139583 13:0.227307
1:0.424831 2:0.590033 3:0.012369 4:0.145167 5:0.174746 6:0.109986 7:0.06634 8:-0.268263 9:-0.388545 10:0.355502 11:-0.01157 12:0.184932 13:0.155275
1:0.609095 2:0.675855 3:-0.208428 4:0.252331 5:0.214669 6:0.092969 7:0.028999 8:-0.232977 9:-0.546485 10:0.386968 11:0.245047 12:0.246553 13:0.045963
1:0.714011 2:0.69499 3:-0.401056 4:0.362746 5:0.26521 6:0.100982 7:0.026833 8:-0.214981 9:-0.632388 10:0.358083 11:0.471044 12:0.289267 13:-0.03187
1:0.758183 2:0.666033 3:-0.567588 4:0.443199 5:0.306379 6:0.101165 7:0.037482 8:-0.164651 9:-0.666367 10:0.349203 11:0.65012 12:0.295715 13:-0.060703
1:0.746938 2:0.59793 3:-0.702469 4:0.499408 5:0.293101 6:0.088816 7:0.047168 8:-0.08734 9:-0.65196 10:0.350184 11:0.765496 12:0.286377 13:-0.065034
1:0.647158 2:0.443522 3:-0.770408 4:0.514976 5:0.201832 6:0.046328 7:-0.000742 8:0.038055 9:-0.564374 10:0.296621 11:0.79104 12:0.248933 13:-0.09712
1:0.40734 2:0.165079 3:-0.687129 4:0.418393 5:0.053625 6:-0.053845 7:-0.105587 8:0.218612 9:-0.36712 10:0.17406 11:0.663052 12:0.149776 13:-0.152178
1:0.168106 2:-0.074302 3:-0.528382 4:0.286106 5:-0.038662 6:-0.152051 7:-0.155422 8:0.355107 9:-0.182533 10:0.087198 11:0.4894 12:0.041212 13:-0.170877
1:0.060218 2:-0.164003 3:-0.440852 4:0.234564 5:-0.035563 6:-0.199298 7:-0.136391 8:0.408702 9:-0.110952 10:0.087972 11:0.405901 12:-0.026789 13:-0.160371
1:0.070602 2:-0.132782 3:-0.439289 4:0.259761 5:0.014341 6:-0.204168 7:-0.107332 8:0.399535 9:-0.129553 10:0.13441 11:0.40534 12:-0.048816 13:-0.16241
1:0.116549 2:-0.070594 3:-0.462388 4:0.292875 5:0.045361 6:-0.196358 7:-0.104965 8:0.36801 9:-0.160451 10:0.160895 11:0.42375 12:-0.046412 13:-0.181755
1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0
1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0
1:-0.730364 2:-0.692471 3:0.499188 4:-0.3713 5:-0.307153 6:-0.307484 7:0.09556 8:0.347794 9:0.602061 10:-0.192878 11:-0.399541 12:-0.371412 13:0.095356
1:-0.777173 2:-0.690008 3:0.60554 4:-0.444396 5:-0.333313 6:-0.289879 7:0.080439 8:0.290359 9:0.661631 10:-0.265723 11:-0.505779 12:-0.413618 13:0.137654
1:-0.772231 2:-0.631359 3:0.706412 4:-0.501754 5:-0.341243 6:-0.218264 7:0.057356 8:0.162875 9:0.683028 10:-0.352146 11:-0.614102 12:-0.414288 13:0.178149
1:-0.709514 2:-0.536365 3:0.751304 4:-0.504076 5:-0.326492 6:-0.107009 7:0.047228 8:0.009951 9:0.652159 10:-0.421326 11:-0.686165 12:-0.34675 13:0.196083
1:-0.615452 2:-0.429879 3:0.747668 4:-0.459939 5:-0.297628 6:0.016319 7:0.053626 8:-0.124638 9:0.599151 10:-0.474527 11:-0.729371 12:-0.235921 13:0.181363
1:-0.477747 2:-0.290869 3:0.703365 4:-0.373743 5:-0.232761 6:0.138985 7:0.076548 8:-0.249458 9:0.519126 10:-0.492519 11:-0.732898 12:-0.114643 13:0.131108
1:-0.25356 2:-0.073199 3:0.575911 4:-0.217213 5:-0.113373 6:0.253878 7:0.131337 8:-0.392587 9:0.354424 10:-0.429302 11:-0.641383 12:0.029169 13:0.064662
1:0.023099 2:0.192196 3:0.360722 4:-0.011046 5:0.01946 6:0.342271 7:0.200184 8:-0.52109 9:0.105075 10:-0.301758 11:-0.452687 12:0.204347 13:0.007723
1:0.283989 2:0.425123 3:0.11109 4:0.185173 5:0.13019 6:0.386505 7:0.23574 8:-0.584297 9:-0.155572 10:-0.170962 11:-0.221775 12:0.367922 13:-0.051941
1:0.495294 2:0.577493 3:-0.131423 4:0.348376 5:0.224072 6:0.377721 7:0.237425 8:-0.563637 9:-0.370657 10:-0.044864 11:0.016994 12:0.472627 13:-0.113997
1:0.656458 2:0.67427 3:-0.331247 4:0.480028 5:0.301092 6:0.348795 7:0.245748 8:-0.502311 9:-0.533932 10:0.101911 11:0.224553 12:0.521905 13:-0.136145
1:0.777728 2:0.743223 3:-0.493016 4:0.571796 5:0.351755 6:0.314541 7:0.248676 8:-0.414605 9:-0.664256 10:0.276048 11:0.400503 12:0.534479 13:-0.113291
1:0.84236 2:0.759442 3:-0.618268 4:0.599094 5:0.382593 6:0.251269 7:0.20969 8:-0.274375 9:-0.749959 10:0.433665 11:0.552619 12:0.504154 13:-0.087732
1:0.849107 2:0.72873 3:-0.683339 4:0.564806 5:0.402509 6:0.1678 7:0.151492 8:-0.120929 9:-0.787047 10:0.541797 11:0.654101 12:0.436986 13:-0.078147
1:0.075127 2:-0.027768 3:-0.172115 4:0.029009 5:0.150789 6:-0.339202 7:-0.056092 8:0.60689 9:-0.252659 10:0.322357 11:0.331032 12:-0.040056 13:-0.107607
1:0.027652 2:-0.056272 3:-0.143331 4:-0.075418 5:0.117733 6:-0.405893 7:-0.06247 8:0.637266 9:-0.206697 10:0.304572 11:0.280558 12:-0.07995 13:-0.032752
1:-0.073933 2:-0.162446 3:-0.084431 4:-0.248568 5:0.069348 6:-0.456062 7:-0.136752 8:0.673701 9:-0.062765 10:0.213399 11:0.179878 12:-0.16339 13:-0.018228
1:-0.188761 2:-0.284104 3:0.008323 4:-0.369784 5:0.00714 6:-0.410321 7:-0.190317 8:0.630135 9:0.144474 10:0.034512 11:0.054562 12:-0.219718 13:-0.059919
1:-0.272356 2:-0.350821 3:0.078926 4:-0.362942 5:-0.092075 6:-0.273946 7:-0.167034 8:0.479588 9:0.325752 10:-0.149872 11:-0.040694 12:-0.222607 13:-0.064074
1:-0.315417 2:-0.369446 3:0.121513 4:-0.283662 5:-0.218679 6:-0.099548 7:-0.114551 8:0.27414 9:0.460583 10:-0.284696 11:-0.115216 12:-0.20199 13:-0.03191
1:-0.345762 2:-0.3911 3:0.180873 4:-0.239061 5:-0.296975 6:0.02808 7:-0.101917 8:0.136077 9:0.559238 10:-0.352972 11:-0.19917 12:-0.20585 13:-0.033478
1:-0.448929 2:-0.492406 3:0.296906 4:-0.28877 5:-0.340012 6:0.067591 7:-0.138236 8:0.114765 9:0.690703 10:-0.423133 11:-0.319142 12:-0.259774 13:-0.048746
1:-0.597379 2:-0.623377 3:0.443131 4:-0.378949 5:-0.366172 6:0.050592 7:-0.170924 8:0.129678 9:0.815006 10:-0.507646 11:-0.464097 12:-0.305539 13:-0.03091
1:-0.694855 2:-0.686697 3:0.54787 4:-0.419884 5:-0.366399 6:0.027602 7:-0.149606 8:0.088281 9:0.853636 10:-0.557724 11:-0.569373 12:-0.320193 13:0.028264
1:-0.72917 2:-0.684404 3:0.590662 4:-0.407005 5:-0.355553 6:0.02751 7:-0.0957 8:-0.002951 9:0.828016 10:-0.553568 11:-0.609399 12:-0.335794 13:0.092416
1:-0.1364 2:0.097315 3:0.35053 4:-0.006354 5:0.05396 6:0.253897 7:0.250019 8:-0.468096 9:0.165928 10:-0.181261 11:-0.406916 12:0.097308 13:0.145612
1:-0.057053 2:0.196159 3:0.340005 4:-0.020431 5:0.090343 6:0.182814 7:0.18775 8:-0.38086 9:0.079369 10:-0.02935 11:-0.382334 12:0.068879 13:0.166781
1:0.104306 2:0.347679 3:0.26446 4:0.021922 5:0.124736 6:0.119267 7:0.13998 8:-0.306553 9:-0.087329 10:0.16123 11:-0.288147 12:0.080366 13:0.172739
1:0.349204 2:0.537157 3:0.089502 4:0.125836 5:0.170902 6:0.095468 7:0.090125 8:-0.283882 9:-0.323697 10:0.331186 11:-0.086332 12:0.156317 13:0.137321
1:0.571837 2:0.661221 3:-0.162717 4:0.269121 5:0.212587 6:0.10859 7:0.043578 8:-0.284692 9:-0.519867 10:0.379379 11:0.198047 12:0.258919 13:0.044905
1:0.685693 2:0.682139 3:-0.376881 4:0.383519 5:0.250854 6:0.127665 7:0.019934 8:-0.264084 9:-0.613387 10:0.341846 11:0.435186 12:0.318251 13:-0.034634
1:0.744134 2:0.662382 3:-0.554067 4:0.46033 5:0.294408 6:0.132774 7:0.014419 8:-0.202549 9:-0.659092 10:0.326513 11:0.617923 12:0.333275 13:-0.068014
1:0.749243 2:0.602289 3:-0.696348 4:0.514487 5:0.30097 6:0.120498 7:0.019032 8:-0.109228 9:-0.655811 10:0.334619 11:0.741128 12:0.330779 13:-0.072855
1:0.642549 2:0.431577 3:-0.752892 4:0.517053 5:0.218846 6:0.068454 7:-0.020516 8:0.034633 9:-0.558496 10:0.296905 11:0.761755 12:0.291463 13:-0.097885
1:0.386768 2:0.13114 3:-0.649792 4:0.407567 5:0.057925 6:-0.042929 7:-0.100473 8:0.222295 9:-0.347976 10:0.186786 11:0.626339 12:0.180147 13:-0.142554
1:0.146173 2:-0.108694 3:-0.489277 4:0.276428 5:-0.045133 6:-0.14731 7:-0.123195 8:0.354376 9:-0.167754 10:0.103383 11:0.461825 12:0.060118 13:-0.155412
1:0.047864 2:-0.18577 3:-0.413476 4:0.231338 5:-0.031446 6:-0.197663 7:-0.091007 8:0.407344 9:-0.111751 10:0.105757 11:0.396121 12:-0.011349 13:-0.148062
1:0.064299 2:-0.143821 3:-0.418803 4:0.257048 5:0.041852 6:-0.201026 7:-0.063031 8:0.400266 9:-0.139995 10:0.153719 11:0.404538 12:-0.033561 13:-0.154805
1:0.105028 2:-0.082398 3:-0.437215 4:0.282831 5:0.089917 6:-0.189154 7:-0.065598 8:0.370021 9:-0.167726 10:0.181571 11:0.418967 12:-0.034509 13:-0.172269
1:-0.747188 2:-0.668638 3:0.589893 4:-0.424796 5:-0.331338 6:-0.249431 7:0.090486 8:0.252514 9:0.62731 10:-0.264045 11:-0.497764 12:-0.36501 13:0.107489
1:-0.77956 2:-0.66108 3:0.6659 4:-0.463703 5:-0.343612 6:-0.225522 7:0.083808 8:0.200616 9:0.674641 10:-0.327107 11:-0.579339 12:-0.39203 13:0.138517
1:-0.760792 2:-0.59926 3:0.729819 4:-0.484403 5:-0.336943 6:-0.15591 7:0.073359 8:0.086661 9:0.679662 10:-0.396803 11:-0.658269 12:-0.377769 13:0.170603
1:-0.688164 2:-0.501634 3:0.746515 4:-0.464265 5:-0.311088 6:-0.046457 7:0.071715 8:-0.056756 9:0.632959 10:-0.448017 11:-0.709652 12:-0.303274 13:0.185695
1:-0.58172 2:-0.385863 3:0.723058 4:-0.407689 5:-0.26919 6:0.077827 7:0.080178 8:-0.190352 9:0.561606 10:-0.478709 11:-0.737253 12:-0.191288 13:0.166722
1:-0.427829 2:-0.233182 3:0.661828 4:-0.315212 5:-0.196576 6:0.195017 7:0.103822 8:-0.313631 9:0.463093 10:-0.470552 11:-0.723038 12:-0.070866 13:0.111546
1:-0.185374 2:-0.005237 3:0.516704 4:-0.162396 5:-0.080408 6:0.29484 7:0.152314 8:-0.442421 9:0.283927 10:-0.386658 11:-0.610655 12:0.067145 13:0.044062
1:0.106805 2:0.264913 3:0.285228 4:0.03463 5:0.050876 6:0.362413 7:0.204736 8:-0.54303 9:0.020713 10:-0.244995 11:-0.399301 12:0.229194 13:-0.010251
1:0.373469 2:0.496086 3:0.022715 4:0.225888 5:0.162076 6:0.384906 7:0.224851 8:-0.576749 9:-0.252231 10:-0.099175 11:-0.142524 12:0.380034 13:-0.06478
1:0.575585 2:0.634218 3:-0.224843 4:0.37912 5:0.246191 6:0.355613 7:0.212798 8:-0.532844 9:-0.467259 10:0.038152 11:0.117728 12:0.482311 13:-0.121405
1:0.718565 2:0.706822 3:-0.418931 4:0.486578 5:0.309234 6:0.306436 7:0.201808 8:-0.449917 9:-0.617695 10:0.185805 11:0.332181 12:0.534548 13:-0.141143
1:0.813542 2:0.743223 3:-0.561109 4:0.544131 5:0.349826 6:0.255734 7:0.180049 8:-0.337817 9:-0.721943 10:0.347112 11:0.493595 12:0.535912 13:-0.117583
1:0.84572 2:0.725617 3:-0.654657 4:0.538828 5:0.374177 6:0.190753 7:0.121951 8:-0.179748 9:-0.769644 10:0.477031 11:0.608571 12:0.484715 13:-0.093847
1:0.823926 2:0.670364 3:-0.69115 4:0.488459 5:0.390538 6:0.118495 7:0.063713 8:-0.014496 9:-0.770101 10:0.554213 11:0.668931 12:0.404511 13:-0.089868
1:0.774174 2:0.606082 3:-0.683493 4:0.426971 5:0.381849 6:0.049195 7:0.025309 8:0.107347 9:-0.745936 10:0.592288 11:0.679057 12:0.321857 13:-0.100727
1:0.119131 2:0.021314 3:-0.195009 4:-0.000415 5:0.147568 6:-0.331098 7:0.001063 8:0.557056 9:-0.258393 10:0.295073 11:0.322562 12:-0.046574 13:-0.069641
1:0.08229 2:-0.007246 3:-0.177263 4:-0.120141 5:0.112112 6:-0.335784 7:-0.032749 8:0.528978 9:-0.152149 10:0.223905 11:0.256083 12:-0.081267 13:-0.045218
1:-0.012882 2:-0.104222 3:-0.098439 4:-0.231192 5:0.048232 6:-0.27367 7:-0.083808 8:0.447227 9:0.054748 10:0.052917 11:0.133706 12:-0.097724 13:-0.076932
1:-0.109442 2:-0.189818 3:-0.026633 4:-0.236739 5:-0.054355 6:-0.157417 7:-0.088761 8:0.307467 9:0.239193 10:-0.119516 11:0.027949 12:-0.085151 13:-0.081479
1:-0.186485 2:-0.24558 3:0.034264 4:-0.18053 5:-0.179318 6:-0.02435 7:-0.060324 8:0.142215 9:0.374223 10:-0.241355 11:-0.061643 12:-0.077038 13:-0.046277
1:-0.263833 2:-0.307994 3:0.124995 4:-0.147586 5:-0.271104 6:0.081575 7:-0.046326 8:0.021522 9:0.491024 10:-0.317814 11:-0.167239 12:-0.102694 13:-0.023109
1:-0.399428 2:-0.434832 3:0.264793 4:-0.192041 5:-0.328983 6:0.121619 7:-0.075204 8:-0.006268 9:0.642459 10:-0.404754 11:-0.30824 12:-0.174762 13:-0.015622
1:-0.549515 2:-0.56017 3:0.407253 4:-0.269023 5:-0.347744 6:0.105429 7:-0.099009 8:0.007209 9:0.755551 10:-0.483665 11:-0.453435 12:-0.233494 13:0.008761
1:-0.633415 2:-0.601496 3:0.49865 4:-0.304019 5:-0.334482 6:0.081851 7:-0.071173 8:-0.024316 9:0.767362 10:-0.507336 11:-0.550615 12:-0.260467 13:0.065328
1:-0.268747 2:-0.085342 3:0.350633 4:0.004619 5:-0.045407 6:0.256451 7:0.306994 8:-0.457518 9:0.285182 10:-0.354934 11:-0.40216 12:0.067145 13:0.131872
1:-0.266554 2:-0.050101 3:0.390992 4:-0.056698 5:-0.005742 6:0.192003 7:0.259846 8:-0.379058 9:0.277051 10:-0.259966 11:-0.431605 12:0.024316 13:0.135518
1:-0.190038 2:0.042345 3:0.387022 4:-0.081968 5:0.04609 6:0.129429 7:0.199883 8:-0.287983 9:0.202789 10:-0.105189 11:-0.414211 12:-0.007443 13:0.132284
1:-0.046198 2:0.187271 3:0.336112 4:-0.054914 5:0.091588 6:0.080914 7:0.155883 8:-0.232167 9:0.0586 10:0.081106 11:-0.346075 12:-0.012389 13:0.128795
1:0.200866 2:0.405677 3:0.187455 4:0.057651 5:0.147082 6:0.07858 7:0.108755 8:-0.255256 9:-0.18413 10:0.269905 11:-0.170927 12:0.062476 13:0.11039
1:0.483439 2:0.592608 3:-0.102434 4:0.242947 5:0.193051 6:0.113386 7:0.044481 8:-0.291065 9:-0.438558 10:0.354392 11:0.145596 12:0.208762 13:0.033419
1:0.644493 2:0.648512 3:-0.364845 4:0.380611 5:0.229328 6:0.139022 7:-0.000882 8:-0.269256 9:-0.57473 10:0.337897 11:0.417364 12:0.306972 13:-0.042788
1:0.72284 2:0.638775 3:-0.562671 4:0.460428 5:0.27832 6:0.142955 7:-0.024487 8:-0.196516 9:-0.639549 10:0.327959 11:0.61004 12:0.348137 13:-0.073227
1:0.71912 2:0.562519 3:-0.693378 4:0.49716 5:0.300743 6:0.123457 7:-0.037201 8:-0.081829 9:-0.62945 10:0.333044 11:0.717855 12:0.359232 13:-0.072247
1:0.569227 2:0.350538 3:-0.70001 4:0.457642 5:0.225804 6:0.060662 7:-0.07354 8:0.083187 9:-0.491509 10:0.289187 11:0.691215 12:0.313513 13:-0.084165
1:0.276937 2:0.026126 3:-0.543824 4:0.318683 5:0.052243 6:-0.04892 7:-0.109778 8:0.26095 9:-0.245441 10:0.172666 11:0.512914 12:0.182852 13:-0.113467
1:0.031456 2:-0.203999 3:-0.364026 4:0.189597 5:-0.065642 6:-0.149699 7:-0.079356 8:0.364588 9:-0.064848 10:0.084952 11:0.339983 12:0.047545 13:-0.118603
1:-0.057386 2:-0.260016 3:-0.287815 4:0.158877 5:-0.044404 6:-0.201853 7:-0.010208 8:0.396427 9:-0.027731 10:0.088643 11:0.282776 12:-0.026904 13:-0.111782
1:-0.039118 2:-0.209349 3:-0.292424 4:0.198272 5:0.049387 6:-0.205473 7:0.041312 8:0.382035 9:-0.065618 10:0.136785 11:0.298407 12:-0.048908 13:-0.12264
1:-0.001083 2:-0.149398 3:-0.311989 4:0.233978 5:0.113373 6:-0.189614 7:0.051881 8:0.350537 9:-0.09295 10:0.162882 11:0.319115 12:-0.049856 13:-0.140085
